customer_id,gender,age,city,signup_date,order_id,order_date,restaurant_name,dish_name,category,quantity,price,payment_method,order_frequency,last_order_date,loyalty_points,churned,rating,rating_date,delivery_status,normalized_price
C2828,Female,Adult,Karachi,3/15/2024,O6828,2024-02-11,Subway,Sandwich,Continental,5,1104.92,Cash,11,2025-07-14,404,Active,2,8/24/2024,Delivered,0.717765155574608
C6872,Other,Teenager,Islamabad,4/18/2024,O10872,2024-02-11,Burger King,Sandwich,Dessert,4,1392.57,Card,18,2025-05-07,47,Active,1,11/10/2024,Cancelled,0.9232808202050512
C2537,Male,Adult,Islamabad,6/18/2025,O6537,2024-02-12,Burger King,Fries,Dessert,3,1360.89,Cash,5,2025-08-20,227,Active,1,8/27/2024,Cancelled,0.9006465902189833
C1780,Male,Senior,Islamabad,4/19/2025,O5780,2024-02-12,Pizza Hut,Fries,Italian,5,377.25,Card,9,2025-05-13,422,Active,1,12/8/2024,Delayed,0.19787089629550245
C5698,Other,Teenager,Lahore,7/11/2024,O9698,2024-02-12,McDonald's,Pasta,Dessert,5,289.61,Cash,7,2025-06-18,116,Inactive,3,9/4/2024,Delayed,0.13525524238202408
C6445,Female,Senior,Peshawar,4/5/2025,O10445,2024-02-12,KFC,Pizza,Italian,1,659.93,Wallet,16,2025-04-27,113,Active,4,5/25/2025,Delivered,0.39983567320401525
C4256,Male,Teenager,Lahore,9/27/2024,O8256,2024-02-12,KFC,Sandwich,Italian,2,967.79,Cash,41,2024-10-11,412,Inactive,4,6/25/2025,Cancelled,0.619790661951202
C4690,Other,Senior,Islamabad,1/17/2024,O8690,2024-02-13,Burger King,Pizza,Continental,3,171.93,Card,16,2025-03-20,129,Active,4,8/29/2024,Delayed,0.051177079984281795
C1952,Other,Senior,Peshawar,5/17/2024,O5952,2024-02-13,KFC,Fries,Fast Food,5,631.61,Card,25,2025-02-25,34,Active,5,8/25/2024,Delivered,0.37960204336798486
C4415,Other,Teenager,Islamabad,7/20/2024,O8415,2024-02-13,Burger King,Burger,Continental,3,427.8,Card,20,2025-03-19,11,Active,2,2/28/2025,Delivered,0.23398706819562035
C3108,Female,Adult,Karachi,1/28/2024,O7108,2024-02-14,Subway,Sandwich,Dessert,5,344.8,Cash,7,2025-03-02,400,Active,4,10/21/2024,Delivered,0.17468652877505092
C4750,Male,Adult,Peshawar,2/20/2024,O8750,2024-02-14,Subway,Burger,Fast Food,1,1370.46,Wallet,15,2025-05-25,59,Inactive,4,9/2/2024,Cancelled,0.907484013860608
C4480,Male,Adult,Lahore,8/23/2024,O8480,2024-02-14,KFC,Fries,Dessert,1,291.03,Wallet,42,2025-06-25,205,Inactive,4,12/1/2024,Delayed,0.13626978173114704
C1462,Female,Adult,Islamabad,4/10/2025,O5462,2024-02-14,McDonald's,Fries,Chinese,4,1215.7,Wallet,2,2025-08-07,298,Active,5,9/24/2024,Delayed,0.7969135140928089
C4524,Other,Senior,Islamabad,5/12/2025,O8524,2024-02-14,KFC,Burger,Fast Food,2,1271.3,Wallet,3,2025-01-02,300,Active,1,4/8/2025,Cancelled,0.8366377308612867
C1199,Other,Teenager,Lahore,8/10/2024,O5199,2024-02-15,Subway,Sandwich,Chinese,4,347.46,Wallet,37,2024-11-26,74,Inactive,3,3/17/2025,Delivered,0.17658700389383059
C3219,Male,Teenager,Multan,8/23/2024,O7219,2024-02-15,Burger King,Sandwich,Chinese,1,729.97,Wallet,5,2025-07-16,472,Active,4,12/10/2024,Delivered,0.4498767549030115
C2407,Female,Teenager,Karachi,12/15/2024,O6407,2024-02-15,KFC,Fries,Fast Food,5,1493.07,Cash,14,2025-02-13,423,Active,4,5/17/2025,Cancelled,0.9950844854070658
C2199,Female,Senior,Karachi,12/28/2024,O6199,2024-02-15,KFC,Fries,Chinese,5,695.51,Wallet,27,2025-03-23,227,Inactive,3,5/24/2025,Cancelled,0.4252563140785196
C1533,Other,Adult,Karachi,7/17/2025,O5533,2024-02-15,Burger King,Fries,Chinese,2,420.11,Card,15,2024-11-07,281,Inactive,1,8/31/2024,Delayed,0.22849283749508806
C4211,Other,Senior,Peshawar,10/31/2024,O8211,2024-02-15,KFC,Burger,Fast Food,5,527.23,Cash,16,2025-03-10,256,Inactive,4,2/27/2025,Delayed,0.30502625656414106
C1121,Female,Senior,Islamabad,6/11/2025,O5121,2024-02-15,Pizza Hut,Pasta,Dessert,5,784.74,Wallet,22,2024-11-14,425,Active,1,10/5/2024,Delivered,0.4890079662772836
C6991,Female,Teenager,Multan,9/24/2023,O10991,2024-02-15,KFC,Burger,Chinese,4,1298.75,Card,28,2024-09-22,285,Active,1,7/7/2025,Delivered,0.8562497767298967
C5779,Other,Teenager,Multan,5/7/2024,O9779,2024-02-16,KFC,Fries,Continental,1,298.83,Card,23,2024-10-15,275,Active,1,2/6/2025,Cancelled,0.14184260350801986
C1719,Male,Teenager,Lahore,12/24/2024,O5719,2024-02-16,KFC,Pasta,Italian,5,848.34,Card,12,2025-06-20,283,Inactive,3,2/4/2025,Delayed,0.5344478976887078
C2355,Male,Senior,Multan,9/30/2023,O6355,2024-02-16,McDonald's,Sandwich,Fast Food,2,1114.25,Cash,47,2025-03-30,60,Active,4,5/25/2025,Cancelled,0.7244311077769442
C3936,Other,Adult,Peshawar,1/26/2025,O7936,2024-02-16,Burger King,Pizza,Italian,3,807.34,Card,11,2025-07-22,44,Inactive,1,5/17/2025,Delivered,0.5051548601436073
C1003,Male,Teenager,Islamabad,11/15/2023,O5003,2024-02-16,Burger King,Pizza,Fast Food,1,133.44,Cash,16,2025-03-09,142,Active,2,2/16/2025,Cancelled,0.02367734790840567
C2508,Other,Teenager,Karachi,3/5/2024,O6508,2024-02-16,KFC,Burger,Italian,2,178.97,Cash,21,2025-02-20,322,Inactive,1,12/2/2024,Delayed,0.05620690887007465
C4398,Female,Teenager,Karachi,7/3/2025,O8398,2024-02-16,KFC,Sandwich,Italian,2,893.7,Wallet,33,2025-02-20,245,Active,1,11/2/2024,Delayed,0.5668559997142143
C3686,Male,Adult,Islamabad,12/22/2024,O7686,2024-02-17,Pizza Hut,Fries,Chinese,4,1180.26,Cash,33,2024-10-25,456,Inactive,2,7/26/2025,Delayed,0.7715928982245561
C4924,Male,Senior,Multan,6/27/2025,O8924,2024-02-17,Pizza Hut,Burger,Fast Food,5,701.73,Wallet,24,2025-01-16,394,Active,3,8/11/2025,Delayed,0.4297002822134105
C6969,Other,Adult,Peshawar,3/25/2024,O10969,2024-02-17,Pizza Hut,Pizza,Continental,5,1213.36,Cash,43,2025-05-28,439,Inactive,1,11/3/2024,Cancelled,0.7952416675597469
C6581,Female,Teenager,Karachi,11/20/2024,O10581,2024-02-17,McDonald's,Fries,Dessert,2,865.17,Card,8,2025-07-04,374,Inactive,3,10/15/2024,Delayed,0.5464723323688064
C2795,Female,Senior,Islamabad,10/29/2023,O6795,2024-02-17,McDonald's,Sandwich,Dessert,3,386.38,Wallet,37,2025-06-28,257,Inactive,3,11/17/2024,Cancelled,0.20439395563176507
C2707,Female,Senior,Karachi,10/3/2024,O6707,2024-02-17,Pizza Hut,Sandwich,Dessert,1,988.94,Cash,49,2024-12-07,443,Active,3,11/28/2024,Cancelled,0.6349015825384917
C4509,Other,Teenager,Multan,3/8/2024,O8509,2024-02-17,Subway,Fries,Continental,4,1106.76,Wallet,20,2025-06-11,368,Active,3,9/30/2024,Delivered,0.7190797699424856
C5876,Female,Teenager,Islamabad,6/17/2025,O9876,2024-02-17,Burger King,Sandwich,Fast Food,2,966.63,Card,18,2024-11-28,461,Inactive,4,11/23/2024,Delayed,0.6189618833279747
C5701,Other,Senior,Islamabad,8/9/2024,O9701,2024-02-18,Subway,Fries,Chinese,2,1273.83,Wallet,23,2025-01-19,474,Inactive,5,3/9/2025,Cancelled,0.8384453256171185
C4373,Male,Senior,Islamabad,2/12/2024,O8373,2024-02-18,Burger King,Pasta,Continental,1,538.38,Wallet,19,2024-08-22,208,Inactive,2,1/2/2025,Delivered,0.3129925338477476
C2701,Other,Senior,Peshawar,10/5/2024,O6701,2024-02-18,Subway,Pasta,Dessert,5,684.65,Cash,23,2025-04-08,487,Active,4,9/19/2024,Cancelled,0.4174972314507198
C5748,Other,Adult,Peshawar,5/3/2025,O9748,2024-02-18,McDonald's,Pizza,Chinese,4,181.27,Cash,47,2024-09-01,230,Active,1,11/8/2024,Cancelled,0.05785017682992177
C6746,Female,Senior,Karachi,12/8/2024,O10746,2024-02-18,Burger King,Burger,Fast Food,1,861.14,Cash,46,2025-06-17,15,Active,1,6/11/2025,Delivered,0.5435930411174221
C4744,Other,Teenager,Lahore,2/2/2024,O8744,2024-02-18,Pizza Hut,Burger,Chinese,5,995.46,Wallet,8,2025-03-13,112,Inactive,3,5/29/2025,Delivered,0.6395598899724931
C1214,Other,Adult,Karachi,5/18/2024,O5214,2024-02-18,McDonald's,Sandwich,Fast Food,4,1074.34,Wallet,35,2024-10-26,225,Active,4,1/1/2025,Cancelled,0.695916836351945
C2784,Male,Adult,Lahore,6/25/2025,O6784,2024-02-18,KFC,Pasta,Dessert,3,643.9,Card,15,2025-08-18,310,Inactive,5,10/2/2024,Delivered,0.3883828099882113
C6191,Other,Teenager,Lahore,12/3/2024,O10191,2024-02-18,Burger King,Pasta,Continental,5,596.16,Wallet,49,2024-12-14,136,Inactive,3,3/8/2025,Cancelled,0.35427428285642837
C4682,Male,Senior,Lahore,7/29/2024,O8682,2024-02-18,KFC,Sandwich,Fast Food,3,486.63,Cash,49,2024-12-28,94,Inactive,1,2/19/2025,Delayed,0.2760190047511878
C3772,Other,Senior,Karachi,3/16/2024,O7772,2024-02-19,Pizza Hut,Fries,Dessert,5,478.06,Wallet,25,2025-07-03,390,Inactive,1,1/3/2025,Cancelled,0.2698960454399314
C4820,Male,Senior,Islamabad,7/11/2025,O8820,2024-02-19,Subway,Pasta,Dessert,3,515.17,Cash,20,2025-08-10,450,Inactive,3,1/27/2025,Delivered,0.2964098167398992
C4325,Female,Senior,Lahore,8/14/2025,O8325,2024-02-19,Pizza Hut,Fries,Italian,2,962.39,Wallet,1,2025-07-01,273,Active,1,4/26/2025,Cancelled,0.6159325545672132
C3234,Other,Teenager,Islamabad,6/24/2024,O7234,2024-02-19,KFC,Fries,Italian,3,1456.01,Card,42,2024-11-04,404,Active,4,1/21/2025,Delayed,0.9686064373236166
C3712,Male,Senior,Multan,9/27/2024,O7712,2024-02-19,McDonald's,Burger,Fast Food,3,298.73,Cash,17,2024-12-28,28,Inactive,5,7/3/2025,Delayed,0.14177115707498306
C5492,Male,Senior,Peshawar,4/30/2024,O9492,2024-02-19,Burger King,Burger,Continental,3,1276.38,Cash,34,2024-09-01,286,Active,1,5/16/2025,Delayed,0.8402672096595578
C4601,Other,Adult,Peshawar,7/21/2024,O8601,2024-02-19,Pizza Hut,Burger,Chinese,4,469.71,Card,1,2024-10-24,156,Active,5,11/23/2024,Cancelled,0.263930268281356
C3927,Female,Senior,Lahore,9/17/2024,O7927,2024-02-20,Burger King,Sandwich,Chinese,2,793.77,Wallet,19,2024-09-11,56,Inactive,5,5/23/2025,Delayed,0.4954595791805093
C5697,Male,Teenager,Multan,9/18/2023,O9697,2024-02-20,KFC,Burger,Dessert,2,1287.98,Cash,17,2025-01-11,392,Active,5,6/25/2025,Delivered,0.84855499589183
C2882,Male,Adult,Peshawar,3/16/2025,O6882,2024-02-20,Subway,Sandwich,Continental,3,1046.16,Wallet,2,2024-08-21,435,Active,5,11/6/2024,Delayed,0.6757832315221662
C4854,Female,Teenager,Lahore,2/4/2025,O8854,2024-02-20,Pizza Hut,Sandwich,Chinese,3,599.97,Wallet,33,2024-10-26,320,Active,4,5/6/2025,Delivered,0.35699639195513166
C6589,Male,Adult,Peshawar,2/16/2024,O10589,2024-02-20,Subway,Pasta,Continental,2,235.82,Card,11,2024-12-20,40,Inactive,5,7/10/2025,Cancelled,0.09682420605151287
C6151,Female,Teenager,Peshawar,1/19/2024,O10151,2024-02-20,McDonald's,Fries,Chinese,5,498.84,Cash,24,2024-11-19,111,Inactive,2,9/9/2024,Delivered,0.2847426142249848
C6103,Other,Adult,Peshawar,3/30/2024,O10103,2024-02-20,Pizza Hut,Pizza,Fast Food,3,998.71,Card,16,2025-02-06,317,Inactive,5,6/18/2025,Delayed,0.6418818990461901
C4664,Male,Teenager,Multan,12/22/2024,O8664,2024-02-20,KFC,Burger,Continental,1,478.34,Card,9,2025-08-02,252,Inactive,3,9/1/2024,Cancelled,0.2700960954524345
C1446,Other,Adult,Karachi,1/10/2024,O5446,2024-02-21,Burger King,Pasta,Dessert,2,113.28,Wallet,16,2025-02-06,141,Active,3,4/5/2025,Cancelled,0.009273747008180622
C4570,Female,Adult,Lahore,4/14/2024,O8570,2024-02-21,Subway,Pizza,Dessert,1,342.45,Card,11,2025-03-28,164,Active,4,6/18/2025,Delayed,0.17300753759868537
C6344,Female,Teenager,Multan,8/3/2025,O10344,2024-02-21,McDonald's,Fries,Chinese,1,854.74,Cash,40,2025-02-25,280,Inactive,4,12/9/2024,Cancelled,0.539020469403065
C2413,Male,Senior,Peshawar,1/5/2024,O6413,2024-02-21,Pizza Hut,Fries,Continental,5,1363.97,Cash,30,2024-12-28,71,Inactive,3,11/3/2024,Cancelled,0.9028471403565177
C6816,Male,Teenager,Lahore,1/10/2024,O10816,2024-02-21,McDonald's,Pizza,Continental,1,546.03,Cash,41,2025-01-15,478,Active,4,7/18/2025,Delayed,0.31845818597506514
C4771,Female,Teenager,Lahore,6/28/2025,O8771,2024-02-21,KFC,Burger,Continental,2,276.6,Card,7,2025-04-30,85,Active,3,8/11/2025,Delayed,0.12596006144393243
C2032,Male,Adult,Peshawar,1/9/2024,O6032,2024-02-21,McDonald's,Fries,Fast Food,3,1378.28,Cash,50,2025-06-20,107,Inactive,2,7/15/2025,Cancelled,0.913071124924088
C4827,Male,Teenager,Lahore,11/28/2024,O8827,2024-02-21,Subway,Pasta,Fast Food,1,218.31,Wallet,20,2025-08-09,84,Inactive,4,4/24/2025,Delivered,0.08431393562676384
C4157,Female,Senior,Multan,5/4/2025,O8157,2024-02-21,Pizza Hut,Pasta,Continental,2,1484.97,Cash,3,2025-03-03,323,Inactive,4,11/21/2024,Delayed,0.9892973243310826
C3691,Other,Senior,Peshawar,3/7/2024,O7691,2024-02-22,Burger King,Pizza,Continental,4,813.63,Cash,36,2025-03-04,51,Inactive,4,3/21/2025,Delivered,0.509648840781624
C3229,Other,Senior,Islamabad,2/22/2025,O7229,2024-02-22,Burger King,Sandwich,Italian,2,522.4,Cash,11,2024-09-18,47,Active,5,10/4/2024,Delivered,0.3015753938484621
C3156,Female,Senior,Peshawar,1/24/2024,O7156,2024-02-22,KFC,Fries,Fast Food,1,420.14,Card,14,2024-12-06,265,Inactive,2,10/19/2024,Delayed,0.2285142714249991
C2573,Female,Teenager,Multan,5/31/2024,O6573,2024-02-22,Subway,Burger,Chinese,3,1100.63,Cash,29,2024-12-08,412,Active,4,5/21/2025,Cancelled,0.7147001035973279
C3519,Female,Teenager,Islamabad,9/20/2024,O7519,2024-02-22,KFC,Sandwich,Dessert,1,1338.35,Wallet,3,2024-10-16,490,Active,3,5/6/2025,Cancelled,0.8845425642124816
C5678,Other,Teenager,Peshawar,12/31/2024,O9678,2024-02-22,McDonald's,Fries,Chinese,3,1026.94,Card,1,2025-02-09,419,Inactive,4,6/8/2025,Cancelled,0.6620512270924874
C5188,Male,Adult,Islamabad,11/7/2023,O9188,2024-02-22,Subway,Pizza,Italian,2,864.72,Wallet,8,2025-07-20,195,Active,3,10/30/2024,Delivered,0.5461508234201408
C5372,Other,Adult,Islamabad,10/20/2023,O9372,2024-02-22,Pizza Hut,Pasta,Continental,3,805.19,Card,43,2024-09-01,261,Active,1,9/15/2024,Delivered,0.5036187618333154
C2519,Other,Adult,Multan,11/16/2023,O6519,2024-02-22,KFC,Pasta,Fast Food,3,1293.84,Cash,33,2024-12-01,198,Active,4,3/12/2025,Delayed,0.8527417568677883
C6884,Other,Senior,Multan,5/16/2025,O10884,2024-02-23,Subway,Sandwich,Chinese,5,280.5,Cash,19,2025-04-13,144,Inactive,3,12/12/2024,Delivered,0.1287464723323688
C3634,Female,Senior,Lahore,1/26/2025,O7634,2024-02-23,Subway,Fries,Fast Food,2,284.58,Cash,49,2025-05-21,38,Inactive,2,8/25/2024,Delayed,0.13166148680027148
C4466,Female,Teenager,Islamabad,6/10/2024,O8466,2024-02-23,Pizza Hut,Fries,Continental,5,644.46,Wallet,4,2025-04-13,467,Inactive,5,3/12/2025,Delayed,0.38878291001321763
C3805,Female,Senior,Lahore,12/13/2024,O7805,2024-02-23,McDonald's,Fries,Fast Food,3,166.57,Card,14,2024-11-11,18,Active,5,7/27/2025,Delayed,0.047347551173507654
C1161,Other,Senior,Lahore,3/20/2025,O5161,2024-02-23,Subway,Pizza,Italian,3,1389.12,Wallet,44,2025-03-26,144,Inactive,1,9/9/2024,Delayed,0.9208159182652804
C4838,Male,Teenager,Karachi,2/17/2025,O8838,2024-02-23,KFC,Fries,Dessert,2,186.86,Cash,36,2024-09-30,326,Inactive,2,3/29/2025,Delayed,0.0618440324366806
C6713,Female,Senior,Peshawar,5/11/2024,O10713,2024-02-23,KFC,Sandwich,Italian,2,663.82,Wallet,11,2025-08-11,283,Active,3,6/4/2025,Delivered,0.40261493944914806
C4817,Female,Teenager,Multan,8/30/2023,O8817,2024-02-23,Burger King,Fries,Fast Food,2,488.08,Card,21,2024-12-10,21,Inactive,3,3/14/2025,Delivered,0.27705497803022183
C4871,Female,Teenager,Karachi,11/6/2023,O8871,2024-02-23,KFC,Pizza,Dessert,2,847.31,Card,1,2024-12-21,189,Active,3,2/4/2025,Cancelled,0.5337119994284284
C5145,Male,Senior,Islamabad,11/26/2023,O9145,2024-02-24,McDonald's,Pasta,Dessert,1,689.33,Card,6,2025-06-13,376,Active,2,8/29/2024,Delayed,0.4208409245168435
C2829,Other,Teenager,Peshawar,7/29/2024,O6829,2024-02-24,Burger King,Pasta,Dessert,3,1190.25,Wallet,14,2025-03-04,63,Active,3,3/27/2025,Cancelled,0.7787303968849355
C4445,Male,Adult,Karachi,3/29/2024,O8445,2024-02-24,Burger King,Pasta,Italian,1,1241.56,Card,38,2025-01-02,148,Active,1,6/8/2025,Delayed,0.8153895616761332
C2433,Male,Teenager,Karachi,4/24/2025,O6433,2024-02-24,Subway,Pasta,Chinese,3,291.42,Cash,18,2024-11-27,105,Inactive,4,8/21/2024,Cancelled,0.13654842281999072
C6703,Female,Teenager,Multan,5/15/2025,O10703,2024-02-24,McDonald's,Sandwich,Fast Food,3,369.79,Card,42,2025-07-14,47,Inactive,2,2/4/2025,Delivered,0.19254099239095487
C5797,Other,Teenager,Islamabad,6/3/2024,O9797,2024-02-24,McDonald's,Sandwich,Dessert,1,740.6,Card,12,2025-07-02,52,Inactive,5,4/16/2025,Delayed,0.4574715107348265
C1359,Male,Teenager,Peshawar,10/18/2023,O5359,2024-02-24,Pizza Hut,Pasta,Chinese,3,834.92,Cash,12,2025-07-06,115,Inactive,1,7/30/2025,Cancelled,0.5248597863751652
C1496,Male,Adult,Karachi,2/24/2025,O5496,2024-02-24,Pizza Hut,Pasta,Chinese,5,154.51,Wallet,50,2025-07-22,421,Active,5,12/31/2024,Cancelled,0.03873111134926588
C2093,Other,Adult,Peshawar,3/20/2024,O6093,2024-02-24,Subway,Sandwich,Dessert,5,256.63,Wallet,30,2025-03-02,236,Inactive,3,5/9/2025,Delayed,0.11169220876647734
C6213,Other,Senior,Peshawar,2/2/2024,O10213,2024-02-24,Pizza Hut,Pasta,Italian,3,209.21,Cash,26,2025-06-13,203,Active,5,11/17/2024,Delivered,0.07781231022041224
C1250,Male,Senior,Islamabad,10/20/2023,O5250,2024-02-24,Subway,Burger,Chinese,1,624.23,Wallet,19,2025-05-11,214,Active,4,5/25/2025,Delivered,0.3743292966098668
C4618,Other,Teenager,Karachi,6/25/2024,O8618,2024-02-24,Burger King,Fries,Fast Food,2,970.41,Cash,24,2024-12-08,478,Inactive,1,3/6/2025,Delayed,0.621662558496767
C3547,Male,Senior,Karachi,10/6/2023,O7547,2024-02-24,KFC,Burger,Italian,5,1229.12,Cash,17,2025-01-26,361,Inactive,2,11/10/2024,Delivered,0.8065016254063514
C6245,Female,Teenager,Islamabad,12/30/2023,O10245,2024-02-24,KFC,Pizza,Continental,3,136.43,Card,20,2025-04-18,474,Inactive,2,8/12/2025,Delivered,0.02581359625620691
C6721,Male,Teenager,Peshawar,3/1/2025,O10721,2024-02-24,McDonald's,Pizza,Fast Food,3,292.57,Wallet,36,2025-05-21,167,Inactive,4,12/12/2024,Delivered,0.13737005679991426
C3402,Female,Adult,Karachi,8/22/2024,O7402,2024-02-25,Subway,Pizza,Continental,1,646.95,Cash,23,2025-06-08,473,Active,1,1/18/2025,Cancelled,0.39056192619583474
C2464,Female,Teenager,Peshawar,5/8/2024,O6464,2024-02-25,McDonald's,Pizza,Continental,3,1174.4,Wallet,41,2024-12-01,82,Active,3,12/13/2024,Delayed,0.7674061372485979
C6166,Male,Senior,Peshawar,6/21/2024,O10166,2024-02-25,Pizza Hut,Sandwich,Italian,1,1444.27,Cash,12,2025-01-26,144,Inactive,5,9/23/2024,Delivered,0.9602186260850926
C4349,Other,Adult,Multan,8/7/2024,O8349,2024-02-25,KFC,Pizza,Italian,2,908.07,Cash,13,2024-10-23,223,Active,2,9/18/2024,Delayed,0.5771228521416069
C4292,Male,Adult,Karachi,10/15/2024,O8292,2024-02-25,Subway,Burger,Fast Food,5,1089.43,Card,37,2024-11-28,265,Inactive,4,4/26/2025,Delivered,0.7066981030972028
C3824,Other,Adult,Karachi,2/9/2024,O7824,2024-02-25,KFC,Sandwich,Italian,2,951.54,Card,24,2025-08-02,101,Active,3,12/12/2024,Delivered,0.608180616582717
C1498,Other,Senior,Multan,6/21/2024,O5498,2024-02-25,Subway,Fries,Fast Food,1,1275.47,Card,41,2025-06-21,236,Inactive,5,2/26/2025,Delayed,0.8396170471189226
C5568,Other,Adult,Lahore,8/13/2024,O9568,2024-02-25,KFC,Sandwich,Chinese,1,445.08,Cash,41,2024-09-02,453,Active,2,8/4/2025,Delivered,0.24633301182438463
C5240,Female,Adult,Karachi,8/28/2024,O9240,2024-02-25,Burger King,Burger,Italian,4,397.36,Wallet,25,2024-09-20,439,Active,4,12/18/2024,Delayed,0.21223877397920907
C1148,Female,Adult,Lahore,11/3/2023,O5148,2024-02-25,Burger King,Burger,Dessert,4,969.25,Wallet,32,2025-02-26,290,Active,5,6/23/2025,Cancelled,0.6208337798735397
C6921,Male,Senior,Multan,7/29/2025,O10921,2024-02-25,Pizza Hut,Fries,Dessert,4,563.63,Card,8,2024-11-15,373,Inactive,5,8/15/2025,Delivered,0.33103275818954736
C2773,Male,Adult,Peshawar,12/1/2023,O6773,2024-02-26,McDonald's,Fries,Continental,5,992.08,Wallet,12,2025-06-21,302,Active,2,10/23/2024,Delayed,0.6371450005358482
C5334,Other,Teenager,Karachi,3/12/2025,O9334,2024-02-26,Pizza Hut,Pizza,Fast Food,3,1474.62,Wallet,41,2025-01-26,267,Inactive,3,4/4/2025,Delivered,0.9819026185117706
C1407,Female,Adult,Karachi,9/23/2024,O5407,2024-02-26,Subway,Pasta,Chinese,2,283.32,Cash,30,2024-11-24,91,Active,4,9/2/2024,Cancelled,0.13076126174400743
C2968,Male,Senior,Karachi,10/4/2024,O6968,2024-02-26,KFC,Pizza,Italian,5,268.8,Cash,5,2024-12-13,357,Active,1,4/28/2025,Cancelled,0.12038723966705964
C3125,Other,Teenager,Islamabad,7/25/2024,O7125,2024-02-26,Subway,Pasta,Italian,1,1367.43,Wallet,13,2025-06-01,203,Active,4,12/3/2024,Delivered,0.905319186939592
C5534,Other,Adult,Islamabad,3/20/2024,O9534,2024-02-26,KFC,Fries,Dessert,1,220.06,Card,49,2024-09-20,415,Active,4,5/5/2025,Delivered,0.08556424820490838
C6217,Female,Senior,Lahore,11/25/2023,O10217,2024-02-26,KFC,Sandwich,Chinese,2,406.51,Cash,40,2024-12-29,431,Inactive,3,8/14/2025,Delivered,0.2187761226020791
C1011,Female,Teenager,Islamabad,5/15/2024,O5011,2024-02-27,Pizza Hut,Fries,Continental,2,224.43,Wallet,10,2025-01-07,401,Active,4,9/8/2024,Delayed,0.08868645732861788
C4543,Female,Teenager,Peshawar,3/8/2024,O8543,2024-02-27,Pizza Hut,Sandwich,Fast Food,2,886.92,Cash,40,2025-05-29,137,Active,4,4/12/2025,Delayed,0.5620119315543171
C1456,Female,Teenager,Lahore,11/20/2024,O5456,2024-02-27,Pizza Hut,Sandwich,Chinese,3,1034.14,Cash,34,2024-09-25,12,Active,2,3/25/2025,Cancelled,0.6671953702711392
C1684,Other,Senior,Lahore,2/7/2024,O5684,2024-02-27,McDonald's,Fries,Continental,2,678.96,Card,44,2024-12-26,310,Active,5,7/27/2025,Delivered,0.4134319294109242
C3127,Other,Senior,Islamabad,12/20/2024,O7127,2024-02-27,KFC,Fries,Italian,2,442.5,Wallet,32,2025-06-29,322,Inactive,2,7/10/2025,Delivered,0.24448969385203442
C2042,Other,Teenager,Lahore,4/4/2024,O6042,2024-02-27,Burger King,Sandwich,Dessert,3,1292.95,Wallet,28,2025-06-10,51,Active,4,3/21/2025,Delayed,0.8521058836137606
C2713,Female,Adult,Karachi,5/27/2025,O6713,2024-02-27,Pizza Hut,Fries,Dessert,1,399.92,Cash,48,2024-12-05,5,Active,2,10/21/2024,Delivered,0.21406780266495198
C1264,Male,Adult,Islamabad,7/25/2025,O5264,2024-02-27,Burger King,Fries,Italian,5,1362.79,Card,9,2025-07-21,405,Inactive,5,9/30/2024,Delayed,0.902004072446683
C2176,Male,Teenager,Lahore,12/10/2024,O6176,2024-02-27,Burger King,Pizza,Fast Food,4,122.41,Wallet,40,2025-02-07,15,Inactive,2,6/20/2025,Cancelled,0.015796806344443262
C6482,Other,Teenager,Multan,3/3/2024,O10482,2024-02-27,KFC,Pasta,Dessert,2,1349.84,Cash,7,2025-05-22,77,Inactive,4,7/28/2025,Delivered,0.8927517593684134
C1519,Other,Adult,Peshawar,2/4/2025,O5519,2024-02-27,Pizza Hut,Pizza,Continental,5,467.4,Wallet,4,2025-07-28,343,Active,2,11/6/2024,Delayed,0.2622798556782052
C4789,Female,Adult,Karachi,2/28/2024,O8789,2024-02-28,Subway,Burger,Italian,3,843.85,Cash,34,2024-11-26,391,Active,5,9/26/2024,Delayed,0.5312399528453542
C1220,Male,Adult,Multan,10/30/2023,O5220,2024-02-28,McDonald's,Burger,Chinese,2,495.99,Card,9,2025-08-10,477,Active,1,1/25/2025,Delayed,0.2827063908834352
C4091,Male,Adult,Multan,12/30/2024,O8091,2024-02-28,Pizza Hut,Burger,Continental,1,122.84,Wallet,31,2025-06-17,456,Inactive,1,8/21/2025,Delivered,0.016104026006501626
C2332,Other,Senior,Multan,4/2/2025,O6332,2024-02-28,McDonald's,Sandwich,Dessert,1,903.28,Cash,4,2025-05-19,352,Inactive,2,7/22/2025,Delayed,0.5737005679991426
C6279,Other,Adult,Peshawar,9/24/2023,O10279,2024-02-28,Burger King,Burger,Chinese,3,565.17,Card,23,2024-12-31,181,Inactive,3,10/24/2024,Delayed,0.33213303325831456
C6175,Female,Senior,Islamabad,7/8/2025,O10175,2024-02-29,KFC,Sandwich,Fast Food,2,731.58,Cash,2,2025-05-12,87,Inactive,3,3/3/2025,Cancelled,0.45102704247490444
C5475,Other,Teenager,Peshawar,4/22/2024,O9475,2024-02-29,KFC,Pizza,Chinese,5,231.2,Wallet,43,2025-05-24,125,Inactive,3,8/4/2025,Delivered,0.0935233808452113
